date,slot,JEPX_prediction,JEPX_actual,EPRX1_prediction,EPRX3_prediction,EPRX1_actual,EPRX3_actual,imbalance
2023/4/5,20,7.75,11.44,0,0,0,0,11.44
2023/4/5,21,9.45,10.64,0,0,0,0,10.64
2023/4/5,22,10.72,10.48,0,0,0,0,10.48
2023/4/5,23,9.59,10.13,0,0,0,0,10.13
2023/4/5,24,7.39,10.05,0,0,0,0,10.05
2023/4/5,25,7.93,10,0,0,0,0,10
2023/4/5,26,6.8,10.04,0,0,0,0,10.04
2023/4/5,27,9.58,13.54,0,0,0,0,13.54
2023/4/5,28,11.69,14.22,0,0,0,0,14.22
2023/4/5,29,12.29,14.24,0,0,0,0,14.24
2023/4/5,30,11.72,13.91,0,0,0,0,13.91
2023/4/5,31,8.93,10.8,0,0,0,0,10.8
2023/4/5,32,12.91,11.26,0,0,0,0,11.26
2023/4/5,33,11.16,10.79,0,0,0,0,10.79
2023/4/5,34,11.67,10.64,0,0,0,0,10.64
2023/4/5,35,11.36,10.82,0,0,0,0,10.82
2023/4/5,36,12.2,11.19,0,0,0,0,11.19
2023/4/5,37,13.18,11.16,0,0,0,0,11.16
2023/4/5,38,13.25,11.18,0,0,0,0,11.18
2023/4/5,39,13.49,11.16,0,0,0,0,11.16
2023/4/5,40,11.37,10.84,0,0,0,0,10.84
2023/4/5,41,10.45,10.49,0,0,0,0,10.49
2023/4/5,42,11.49,10.79,0,0,0,0,10.79
2023/4/5,43,12.4,13.01,0,0,0,0,13.01
2023/4/5,44,11.93,12.17,0,0,0,0,12.17
2023/4/5,45,10.84,10.31,0,0,0,0,10.31
2023/4/5,46,10.54,10.17,0,0,0,0,10.17
2023/4/5,47,9.78,10.13,0,0,0,0,10.13
2023/4/5,48,8.47,8.92,0,0,0,0,8.92
2023/4/6,1,8.31,5.84,0,0,0,0,5.84
2023/4/6,2,8.51,8.5,0,0,0,0,8.5
2023/4/6,3,9.17,9.4,0,0,0,0,9.4
2023/4/6,4,9.28,9.4,0,0,0,0,9.4
2023/4/6,5,11.77,10.45,0,0,0,0,10.45
2023/4/6,6,11.72,10.45,0,0,0,0,10.45
2023/4/6,7,11.46,10.84,0,0,0,0,10.84
2023/4/6,8,10.74,11.81,0,0,0,0,11.81
2023/4/6,9,11.21,10.83,0,0,0,0,10.83
2023/4/6,10,10.9,10.2,0,0,0,0,10.2
2023/4/6,11,9.84,10.13,0,0,0,0,10.13
2023/4/6,12,9.74,10.14,0,0,0,0,10.14
2023/4/6,13,8.91,9.4,0,0,0,0,9.4
2023/4/6,14,8.98,9.4,0,0,0,0,9.4
2023/4/6,15,10.71,10.2,0,0,0,0,10.2
2023/4/6,16,9.29,9.4,0,0,0,0,9.4
2023/4/6,17,9.74,9.4,0,0,0,0,9.4
2023/4/6,18,10.08,9.4,0,0,0,0,9.4
2023/4/6,19,10.44,9.92,0,0,0,0,9.92
2023/4/6,20,10.31,10.17,0,0,0,0,10.17
2023/4/6,21,8.13,9.62,0,0,0,0,9.62
2023/4/6,22,8.99,9.4,0,0,0,0,9.4
2023/4/6,23,8.66,9.4,0,0,0,0,9.4
2023/4/6,24,8.61,9.4,0,0,0,0,9.4
2023/4/6,25,5.31,8.98,0,0,0,0,8.98
2023/4/6,26,7.85,8.96,0,0,0,0,8.96
2023/4/6,27,9.35,9.4,0,0,0,0,9.4
2023/4/6,28,8.84,9.4,0,0,0,0,9.4
2023/4/6,29,5.56,5.84,0,0,0,0,5.84
2023/4/6,30,8.79,9.39,0,0,0,0,9.39
2023/4/6,31,9.14,9.39,0,0,0,0,9.39
2023/4/6,32,9.23,9.4,0,0,0,0,9.4
2023/4/6,33,10.49,9.4,0,0,0,0,9.4
2023/4/6,34,10.61,9.4,0,0,0,0,9.4
2023/4/6,35,9.23,10,0,0,0,0,10
2023/4/6,36,11.74,10.49,0,0,0,0,10.49
2023/4/6,37,11.21,10.44,0,0,0,0,10.44
2023/4/6,38,11.67,10.84,0,0,0,0,10.84
2023/4/6,39,10.95,10.49,0,0,0,0,10.49
2023/4/6,40,10.77,10.37,0,0,0,0,10.37
2023/4/6,41,12.32,10,0,0,0,0,10
